Date,SPY
1993-01-29,24.313030242919922
1993-02-01,24.485958099365234
1993-02-02,24.5378360748291
1993-02-03,24.797231674194336
1993-02-04,24.90097427368164
1993-02-05,24.883703231811523
1993-02-08,24.883703231811523
1993-02-09,24.71074867248535
1993-02-10,24.745338439941406
1993-02-11,24.866382598876953
1993-02-12,24.676183700561523
1993-02-16,24.053653717041016
1993-02-17,24.036352157592773
1993-02-18,24.019067764282227
1993-02-19,24.105514526367188
1993-02-22,24.191986083984375
1993-02-23,24.17469596862793
1993-02-24,24.485958099365234
1993-02-25,24.5378360748291
1993-02-26,24.572416305541992
1993-03-01,24.503253936767578
1993-03-02,24.866382598876953
1993-03-03,24.970149993896484
1993-03-04,24.831811904907227
1993-03-05,24.762643814086914
1993-03-08,25.315998077392578
1993-03-09,25.22953224182129
1993-03-10,25.28141212463379
1993-03-11,25.212242126464844
1993-03-12,24.952844619750977
1993-03-15,25.073904037475586
1993-03-16,25.073904037475586
1993-03-17,24.918264389038086
1993-03-18,25.073904037475586
1993-03-19,25.035964965820312
1993-03-22,24.896974563598633
1993-03-23,24.94908905029297
1993-03-24,24.94908905029297
1993-03-25,25.105443954467773
1993-03-26,24.966461181640625
1993-03-29,25.070695877075195
1993-03-30,25.14019012451172
1993-03-31,25.122827529907227
1993-04-01,25.035964965820312
1993-04-02,24.51473045349121
1993-04-05,24.6363525390625
1993-04-06,24.56683921813965
1993-04-07,24.65372657775879
1993-04-08,24.618976593017578
1993-04-12,24.966461181640625
1993-04-13,25.01857566833496
1993-04-14,24.983810424804688
1993-04-15,24.983810424804688
1993-04-16,24.983810424804688
1993-04-19,24.879589080810547
1993-04-20,24.75796890258789
1993-04-21,24.740596771240234
1993-04-22,24.4278564453125
1993-04-23,24.323633193969727
1993-04-26,24.132505416870117
1993-04-27,24.393110275268555
1993-04-28,24.341001510620117
1993-04-29,24.44524574279785
1993-04-30,24.479976654052734
1993-05-03,24.6363525390625
1993-05-04,24.723230361938477
1993-05-05,24.792722702026367
1993-05-06,24.705848693847656
1993-05-07,24.65372657775879
1993-05-10,24.705848693847656
1993-05-11,24.81009292602539
1993-05-12,24.775346755981445
1993-05-13,24.479976654052734
1993-05-14,24.462610244750977
1993-05-17,24.549480438232422
1993-05-18,24.5321044921875
1993-05-19,25.035964965820312
1993-05-20,25.105443954467773
1993-05-21,24.879589080810547
1993-05-24,24.983810424804688
1993-05-25,25.035964965820312
1993-05-26,25.348691940307617
1993-05-27,25.261816024780273
1993-05-28,25.14019012451172
1993-06-01,25.38341522216797
1993-06-02,25.348691940307617
1993-06-03,25.261816024780273
1993-06-04,25.17494010925293
1993-06-07,25.08808135986328
1993-06-08,24.86222267150879
1993-06-09,24.94908905029297
1993-06-10,24.966461181640625
1993-06-11,25.070695877075195
1993-06-14,25.035964965820312
1993-06-15,24.983810424804688
1993-06-16,25.035964965820312
1993-06-17,25.122827529907227
1993-06-18,24.91593360900879
1993-06-21,24.96843910217285
1993-06-22,24.985923767089844
1993-06-23,24.758474349975586
1993-06-24,25.090909957885742
1993-06-25,25.07341957092285
1993-06-28,25.353376388549805
1993-06-29,25.23089599609375
1993-06-30,25.23089599609375
1993-07-01,25.160892486572266
1993-07-02,25.020906448364258
1993-07-06,24.758474349975586
1993-07-07,24.828460693359375
1993-07-08,25.108402252197266
1993-07-09,25.178394317626953
1993-07-12,25.160892486572266
1993-07-13,25.143390655517578
1993-07-14,25.23089599609375
1993-07-15,25.125905990600586
1993-07-16,25.055923461914062
1993-07-19,25.03839683532715
1993-07-20,25.108402252197266
1993-07-21,25.090909957885742
1993-07-22,24.91593360900879
1993-07-23,25.03839683532715
1993-07-26,25.178394317626953
1993-07-27,25.160892486572266
1993-07-28,25.108402252197266
1993-07-29,25.248384475708008
1993-07-30,25.108402252197266
1993-08-02,25.178394317626953
1993-08-03,25.19589614868164
1993-08-04,25.19589614868164
1993-08-05,25.143390655517578
1993-08-06,25.178394317626953
1993-08-09,25.318368911743164
1993-08-10,25.300891876220703
1993-08-11,25.300891876220703
1993-08-12,25.23089599609375
1993-08-13,25.265871047973633
1993-08-16,25.405853271484375
1993-08-17,25.493335723876953
1993-08-18,25.63332748413086
1993-08-19,25.63332748413086
1993-08-20,25.650808334350586
1993-08-23,25.598344802856445
1993-08-24,25.87827491760254
1993-08-25,25.895782470703125
1993-08-26,25.913284301757812
1993-08-27,25.895782470703125
1993-08-30,26.00075340270996
1993-08-31,26.070749282836914
1993-09-01,26.035762786865234
1993-09-02,25.948251724243164
1993-09-03,25.96577262878418
1993-09-07,25.79078483581543
1993-09-08,25.703298568725586
1993-09-09,25.755796432495117
1993-09-10,25.9832706451416
1993-09-13,26.00075340270996
1993-09-14,25.895782470703125
1993-09-15,25.96577262878418
1993-09-16,25.86078643798828
1993-09-17,25.81062889099121
1993-09-20,25.599365234375
1993-09-21,25.511343002319336
1993-09-22,25.72260093688965
1993-09-23,25.863449096679688
1993-09-24,25.793041229248047
1993-09-27,26.074745178222656
1993-09-28,26.02190589904785
1993-09-29,25.933881759643555
1993-09-30,25.88106918334961
1993-10-01,26.004310607910156
1993-10-04,26.03951644897461
1993-10-05,26.004310607910156
1993-10-06,25.986690521240234
1993-10-07,25.916271209716797
1993-10-08,25.951473236083984
1993-10-11,26.004310607910156
1993-10-12,26.03951644897461
1993-10-13,26.03951644897461
1993-10-14,26.374052047729492
1993-10-15,26.5148868560791
1993-10-18,26.44447135925293
1993-10-19,26.250797271728516
1993-10-20,26.28601837158203
1993-10-21,26.250797271728516
1993-10-22,26.127553939819336
1993-10-25,26.197986602783203
1993-10-26,26.180355072021484
1993-10-27,26.197986602783203
1993-10-28,26.39164924621582
1993-10-29,26.39164924621582
1993-11-01,26.462055206298828
1993-11-02,26.44447135925293
1993-11-03,26.109933853149414
1993-11-04,25.828248977661133
1993-11-05,25.951473236083984
1993-11-08,25.986690521240234
1993-11-09,26.004310607910156
1993-11-10,26.197986602783203
1993-11-11,26.127553939819336
1993-11-12,26.250797271728516
1993-11-15,26.23319435119629
1993-11-16,26.356435775756836
1993-11-17,26.21558380126953
1993-11-18,26.14516258239746
1993-11-19,26.092344284057617
1993-11-22,25.933881759643555
1993-11-23,26.074745178222656
1993-11-24,26.180355072021484
1993-11-26,26.197986602783203
1993-11-29,26.092344284057617
1993-11-30,26.109933853149414
1993-12-01,26.14516258239746
1993-12-02,26.21558380126953
1993-12-03,26.321210861206055
1993-12-06,26.409236907958984
1993-12-07,26.39164924621582
1993-12-08,26.39164924621582
1993-12-09,26.30360221862793
1993-12-10,26.250797271728516
1993-12-13,26.409236907958984
1993-12-14,26.21558380126953
1993-12-15,26.180355072021484
1993-12-16,26.268407821655273
1993-12-17,26.41276741027832
1993-12-20,26.44822120666504
1993-12-21,26.359586715698242
1993-12-22,26.536842346191406
1993-12-23,26.51913070678711
1993-12-27,26.660947799682617
1993-12-28,26.714111328125
1993-12-29,26.67865753173828
1993-12-30,26.57229995727539
1993-12-31,26.430484771728516
1994-01-03,26.359586715698242
1994-01-04,26.46596336364746
1994-01-05,26.51913070678711
1994-01-06,26.51913070678711
1994-01-07,26.67865753173828
1994-01-10,26.997743606567383
1994-01-11,26.944564819335938
1994-01-12,26.85594367980957
1994-01-13,26.785030364990234
1994-01-14,26.891393661499023
1994-01-17,26.891393661499023
1994-01-18,26.926830291748047
1994-01-19,26.85594367980957
1994-01-20,26.926830291748047
1994-01-21,26.87364959716797
1994-01-24,26.767330169677734
1994-01-25,26.767330169677734
1994-01-26,26.83820152282715
1994-01-27,27.086374282836914
1994-01-28,27.15729331970215
1994-01-31,27.35228157043457
1994-02-01,27.210481643676758
1994-02-02,27.38774299621582
1994-02-03,27.263662338256836
1994-02-04,26.643211364746094
1994-02-07,26.767330169677734
1994-02-08,26.785030364990234
1994-02-09,26.891393661499023
1994-02-10,26.660947799682617
1994-02-11,26.749591827392578
1994-02-14,26.785030364990234
1994-02-15,26.926830291748047
1994-02-16,26.90911865234375
1994-02-17,26.749591827392578
1994-02-18,26.59003257751465
1994-02-22,26.85594367980957
1994-02-23,26.785030364990234
1994-02-24,26.430484771728516
1994-02-25,26.554580688476562
1994-02-28,26.554580688476562
1994-03-01,26.44822120666504
1994-03-02,26.483671188354492
1994-03-03,26.41276741027832
1994-03-04,26.483671188354492
1994-03-07,26.625490188598633
1994-03-08,26.51913070678711
1994-03-09,26.643211364746094
1994-03-10,26.430484771728516
1994-03-11,26.57229995727539
1994-03-14,26.60776710510254
1994-03-15,26.59003257751465
1994-03-16,26.802753448486328
1994-03-17,26.802753448486328
1994-03-18,26.796899795532227
1994-03-21,26.725582122802734
1994-03-22,26.796899795532227
1994-03-23,26.779081344604492
1994-03-24,26.458158493041992
1994-03-25,26.208539962768555
1994-03-28,26.24420928955078
1994-03-29,25.727174758911133
1994-03-30,25.370595932006836
1994-03-31,25.441913604736328
1994-04-04,25.04966926574707
1994-04-05,25.566713333129883
1994-04-06,25.566713333129883
1994-04-07,25.691509246826172
1994-04-08,25.495380401611328
1994-04-11,25.602367401123047
1994-04-12,25.566713333129883
1994-04-13,25.432992935180664
1994-04-14,25.441913604736328
1994-04-15,25.441913604736328
1994-04-18,25.272531509399414
1994-04-19,25.308185577392578
1994-04-20,25.28144073486328
1994-04-21,25.62019157409668
1994-04-22,25.593446731567383
1994-04-25,25.860891342163086
1994-04-26,25.834148406982422
1994-04-28,25.646947860717773
1994-04-29,25.727174758911133
1994-05-02,25.887638092041016
1994-05-03,25.860891342163086
1994-05-04,25.81631088256836
1994-05-05,25.78067970275879
1994-05-06,25.53106117248535
1994-05-09,25.308185577392578
1994-05-10,25.504308700561523
1994-05-11,25.272531509399414
1994-05-12,25.397340774536133
1994-05-13,25.397340774536133
1994-05-16,25.40624237060547
1994-05-17,25.78067970275879
1994-05-18,25.967859268188477
1994-05-19,26.09267234802246
1994-05-20,25.994606018066406
1994-05-23,25.950016021728516
1994-05-24,26.05699920654297
1994-05-25,26.128334045410156
1994-05-26,26.146137237548828
1994-05-27,26.172897338867188
1994-05-31,26.137231826782227
1994-06-01,26.25312042236328
1994-06-02,26.226390838623047
1994-06-03,26.377925872802734
1994-06-06,26.369003295898438
1994-06-07,26.333345413208008
1994-06-08,26.119415283203125
1994-06-09,26.262039184570312
1994-06-10,26.30660629272461
1994-06-13,26.342260360717773
1994-06-14,26.547298431396484
1994-06-15,26.440319061279297
1994-06-16,26.493803024291992
1994-06-17,26.34593391418457
1994-06-20,26.121604919433594
1994-06-21,25.89727020263672
1994-06-22,25.995973587036133
1994-06-23,25.84341812133789
1994-06-24,25.305009841918945
1994-06-27,25.744714736938477
1994-06-28,25.619083404541016
1994-06-29,25.699846267700195
1994-06-30,25.538326263427734
1994-07-01,25.592174530029297
1994-07-05,25.72676658630371
1994-07-06,25.69087791442871
1994-07-07,25.79855728149414
1994-07-08,25.789581298828125
1994-07-11,25.699846267700195
1994-07-12,25.735733032226562
1994-07-13,25.780607223510742
1994-07-14,26.058795928955078
1994-07-15,26.067766189575195
1994-07-18,26.11261558532715
1994-07-19,26.058795928955078
1994-07-20,25.942140579223633
1994-07-21,25.995973587036133
1994-07-22,26.040842056274414
